,Actor Ranking,Title,Year,Genre,Rating
956,13,Rocky V,(1990),"Drama, Sport",5.3
957,13,Das Auge des Tigers,(1982),"Drama, Sport",6.8
958,13,Creed: Rocky's Legacy,(II) (2015),"Action, Drama, Sport",7.6
959,13,Rambo,(1982),"Action, Adventure, Thriller",7.7
960,13,Cliffhanger - Nur die Starken überleben,(1993),"Action, Adventure, Thriller",6.5
961,13,Rocky II,(1979),"Drama, Sport",7.3
962,13,Rocky Balboa,(2006),"Action, Drama, Sport",7.1
963,13,The Expendables,(2010),"Action, Adventure, Thriller",6.4
964,13,Rambo: Last Blood,(2019),"Action, Crime, Thriller",6.1
965,13,The Expendables 3,(2014),"Action, Adventure, Thriller",6.1
966,13,Creed II: Rocky's Legacy,(2018),"Drama, Sport",7.1
967,13,Demolition Man,(1993),"Action, Sci-Fi, Thriller",6.7
968,13,Rambo II Der Auftrag,(1985),"Action, Adventure, Thriller",6.5
969,13,John Rambo,(2008),"Action, Adventure, Thriller",7.0
970,13,Die City-Cobra,(1986),"Action, Crime, Thriller",5.8
971,13,Flucht oder Sieg,(1981),"Drama, Sport, War",6.6
972,13,The Expendables 2,(2012),"Action, Adventure, Thriller",6.6
973,13,Escape Plan,(2013),"Action, Thriller",6.7
974,13,Cop Land,(1997),"Crime, Drama, Thriller",7.0
975,13,Frankensteins Todesrennen,(1975),"Action, Comedy, Sci-Fi",6.2
976,13,Homefront, (2013),"Action, Crime, Thriller",6.5
977,13,Tango und Cash,(1989),"Action, Comedy, Crime",6.4
978,13,Staying Alive,(1983),"Drama, Music, Romance",4.7
979,13,Spy Kids 3: Game Over,(2003),"Action, Adventure, Comedy",4.3
980,13,Rambo III,(1988),"Action, Adventure, Thriller",5.8
981,13,Over the Top,(1987),"Action, Drama, Sport",5.8
982,13,The Specialist,(1994),"Action, Drama, Thriller",5.6
983,13,Escape Plan: The Extractors,(2019),"Action, Crime, Thriller",4.4
984,13,Judge Dredd,(1995),"Action, Crime, Sci-Fi",5.6
985,13,Antz,(1998),"Animation, Adventure, Comedy",6.5
986,13,Assassins - Die Killer,(1995),"Action, Crime, Thriller",6.3
987,13,Oscar - Vom Regen in die Traufe,(1991),"Comedy, Crime",6.5
988,13,Get Carter - Die Wahrheit tut weh,(2000),"Action, Crime, Drama",5.1
989,13,Escape Plan 2: Hades,(2018),"Action, Crime, Mystery",3.8
990,13,Brooklyn Blues - Das Gesetz der Gosse,(1974),"Comedy, Drama, Romance",5.6
991,13,D-Tox - Im Auge der Angst,(2002),"Crime, Thriller",5.3
992,13,Shootout - Keine Gnade,(2012),"Action, Crime, Thriller",5.7
993,13,Lock Up - Überleben ist alles,(1989),"Action, Crime, Drama",6.4
994,13,"The Gangster, the Cop, the Devil",(2019),"Action, Crime, Thriller",6.9
995,13,Daylight,(1996),"Action, Adventure, Drama",5.9
996,13,Stop! Oder meine Mami schießt!,(1992),"Action, Comedy",4.3
997,13,Driven,(2001),"Action, Drama, Sport",4.6
998,13,Der Zoowärter,(2011),"Comedy, Family, Fantasy",5.2
999,13,Ein tierischer Zirkus,(2017),"Animation, Adventure, Comedy",5.8
1000,13,Der Senkrechtstarter,(1984),"Comedy, Music",3.9
1001,13,Vorhof zum Paradies,(1978),Drama,5.7
1002,13,Zwei vom alten Schlag,(2013),"Comedy, Drama, Sport",6.4
1003,13,Backtrace,(2018),"Action, Crime, Drama",3.8
1004,13,Der Sohn von Rambow,(2007),"Action, Adventure, Comedy",7.0
1005,13,Cannonball,(1976),"Action, Comedy, Crime",5.5
1006,13,Nachtfalken,(1981),"Action, Crime, Thriller",6.3
1007,13,MVP,(2022),Drama,9.3
1008,13,"Fahr zur Hölle, Liebling",(1975),"Crime, Mystery, Thriller",7.0
1009,13,F.I.S.T. - Ein Mann geht seinen Weg,(1978),"Crime, Drama, Thriller",6.4
1010,13,Bananas,(1971),Comedy,6.9
1012,13,Ratchet & Clank,(2016),"Animation, Action, Adventure",5.5
1013,13,Taxi 3,(2003),"Action, Comedy, Crime",5.8
1014,13,Shade,(2003),"Crime, Thriller",6.3
1015,13,Avenging Angelo - Die Liebe eines Bodyguard,(2002),"Action, Comedy, Crime",5.1
1016,13,Reach Me - Stop at Nothing,(2014),"Comedy, Crime, Drama",4.9
1017,13,Capone,(1975),"Biography, Crime, Drama",5.7
1019,13,The Square Root,(1969),Drama,5.8
1020,13,Kambakkht Ishq,(2009),"Action, Comedy, Romance",3.8
1021,13,Der letzte Ausweg,(1973),"Drama, Thriller",4.1
1022,13,The Champ,(2007),"Drama, Sport",6.7
1023,13,Fahr zur Hölle Hollywood,(1997),Comedy,3.5
1024,13,Das Nervenbündel,(1975),Comedy,6.7
1026,13,The Good Life,(1997),"Comedy, Crime",4.6
1028,13,Pigeons,(1970),Comedy,6.1
1029,13,Love and Mary,(2007),"Comedy, Fantasy, Romance",5.5
1036,13,The Last Hours of Che Guevara,(2016),"Biography, Drama, History",7.1
1038,13,Ten Empty,(2008),Drama,5.2
1039,13,Deaden,(2006),Action,4.4
1041,13,Night Job,(2017),Comedy,5.9
1043,14,Avatar: The Way of Water,(2022),"Action, Adventure, Fantasy",7.9
1044,14,Titanic,(1997),"Drama, Romance",7.9
1045,14,Vergiss mein nicht,(2004),"Drama, Romance, Sci-Fi",8.3
1046,14,Die Bestimmung - Divergent,(2014),"Action, Adventure, Mystery",6.6
1047,14,Little Children,(2006),"Drama, Romance",7.5
1048,14,Liebe braucht keine Ferien,(2006),"Comedy, Romance",6.9
1049,14,Movie 43,(2013),Comedy,4.3
1050,14,Don Jon,(2013),"Comedy, Drama, Romance",6.5
1051,14,Der Vorleser,(2008),"Drama, Romance",7.6
1052,14,Zeiten des Aufruhrs,(2008),"Drama, Romance",7.3
1053,14,Das Leben des David Gale,(2003),"Crime, Drama, Thriller",7.5
1054,14,Sinn und Sinnlichkeit,(1995),"Drama, Romance",7.7
1055,14,Die Bestimmung - Insurgent,(2015),"Action, Adventure, Sci-Fi",6.2
1056,14,Contagion,(2011),"Drama, Thriller",6.8
1057,14,Zwischen zwei Leben,(2017),"Drama, Thriller",6.4
1058,14,Ammonite,(2020),"Biography, Drama, History",6.5
1059,14,Labor Day,(2013),"Drama, Romance, Thriller",6.9
1060,14,Steve Jobs,(2015),"Biography, Drama",7.2
1061,14,Heavenly Creatures,(1994),"Biography, Crime, Drama",7.3
1062,14,Wenn Träume fliegen lernen,(2004),"Biography, Drama, Family",7.7
1063,14,Flutsch und weg,(2006),"Animation, Action, Adventure",6.6
1064,14,Triple 9,(2016),"Action, Crime, Thriller",6.3
1065,14,Blackbird: Eine Familiengeschichte, (2019),Drama,6.6
1066,14,The Dressmaker, (2015),"Comedy, Drama, Western",7.0
1067,14,Hamlet,(1996),Drama,7.8
1069,14,Verborgene Schönheit,(2016),"Drama, Romance",6.7
1070,14,Quills - Macht der Besessenheit,(2000),"Biography, Drama",7.3
1071,14,Der Gott des Gemetzels,(2011),"Comedy, Drama",7.1
1072,14,New York für Anfänger,(2008),"Biography, Comedy, Drama",6.4
1073,14,Black Beauty,(2020),"Drama, Family",6.4
1074,14,Die Gärtnerin von Versailles,(2014),"Drama, Romance",6.5
1075,14,Wonder Wheel,(2017),"Drama, Romance",6.2
1076,14,Romance & Cigarettes,(2005),"Comedy, Musical, Romance",6.2
1077,14,Holy Smoke!,(1999),"Comedy, Drama",5.9
1078,14,Enigma - Das Geheimnis,(2001),"Drama, Mystery, Romance",6.4
1079,14,Knightskater - Ritter auf Rollerblades,(1995),"Adventure, Comedy, Family",4.7
1080,14,Herzen in Aufruhr,(1996),"Drama, Romance",6.9
1082,14,Iris, (2001),"Biography, Drama, Romance",7.0
1083,14,Das Spiel der Macht,(2006),"Drama, Thriller",6.1
1084,14,Buttons, (2018),"Drama, Family, Fantasy",5.3
1085,14,Marrakesch,(1998),"Adventure, Drama, Romance",6.0
1086,14,Mary und die Blume der Hexen,(2017),"Animation, Adventure, Family",6.8
1088,14,Ein Weihnachtsmärchen,(2001),"Animation, Family, Fantasy",5.3
1089,14,Der Fuchs und das Mädchen,(2007),"Drama, Family",6.9
1090,14,Manou - flieg' flink!,(2019),"Animation, Adventure, Comedy",5.4
1091,14,Entführung ins Elfenreich,(1999),"Animation, Adventure, Family",5.5
1092,14,Plunge: The Movie,(2003),Drama,7.2
1093,15,Der denkwürdige Fall des Mr Poe,(2022),"Crime, Horror, Mystery",6.7
1094,15,Amsterdam,(2022),"Comedy, Drama, History",6.1
1095,15,Thor: Love and Thunder,(2022),"Action, Adventure, Comedy",6.3
1096,15,The Dark Knight,(2008),"Action, Crime, Drama",9.0
1097,15,American Psycho,(2000),"Crime, Drama, Horror",7.6
1098,15,Prestige - Die Meister der Magie,(2006),"Drama, Mystery, Sci-Fi",8.5
1099,15,American Hustle,(2013),"Crime, Drama",7.2
1100,15,The Dark Knight Rises,(2012),"Action, Drama",8.4
1101,15,Batman Begins,(2005),"Action, Crime, Drama",8.2
1102,15,Feinde - Hostiles,(2017),"Drama, Western",7.2
1103,15,Le Mans 66 - Gegen jede Chance,(2019),"Action, Biography, Drama",8.1
1104,15,The Big Short,(2015),"Biography, Comedy, Drama",7.8
1105,15,Auge um Auge - Out of the Furnace,(2013),"Action, Crime, Drama",6.7
1106,15,Vice: Der zweite Mann, (2018),"Biography, Comedy, Drama",7.2
1107,15,Das wandelnde Schloss,(2004),"Animation, Adventure, Family",8.2
1108,15,Antlers,(2021),"Drama, Horror, Mystery",5.9
1109,15,Der Maschinist,(2004),"Drama, Thriller",7.7
1110,15,Das Reich der Sonne,(1987),"Drama, War",7.7
1111,15,The Fighter, (2010),"Action, Biography, Drama",7.8
1112,15,Todeszug nach Yuma,(2007),"Action, Crime, Drama",7.7
1113,15,Equilibrium,(2002),"Action, Drama, Sci-Fi",7.3
1114,15,Public Enemies,(2009),"Action, Biography, Crime",7.0
1115,15,Betty und ihre Schwestern,(1994),"Drama, Family, Romance",7.3
1116,15,Terminator: Die Erlösung,(2009),"Action, Adventure, Sci-Fi",6.5
1117,15,The Promise: Die Erinnerung bleibt,(II) (2016),"Action, Adventure, Drama",6.0
1118,15,Die Zeitungsjungen,(1992),"Drama, Family, History",6.9
1119,15,Pocahontas, (1995),"Animation, Adventure, Drama",6.7
1120,15,Knight of Cups,(2015),"Drama, Fantasy, Romance",5.6
1121,15,Die Herrschaft des Feuers,(2002),"Action, Adventure, Fantasy",6.2
1122,15,Exodus: Götter und Könige,(2014),"Action, Adventure, Drama",6.0
1123,15,The New World,(2005),"Biography, Drama, History",6.7
1124,15,Velvet Goldmine,(1998),"Drama, Music",6.9
1126,15,Mogli: Legende des Dschungels,(2018),"Adventure, Drama, Fantasy",6.5
1127,15,I'm Not There,(2007),"Biography, Drama, Music",6.8
1128,15,Ein Sommernachtstraum,(1999),"Comedy, Fantasy, Romance",6.4
1129,15,The Flowers of War,(2011),"Drama, History, Romance",7.5
1130,15,Shaft - Noch Fragen?,(2000),"Action, Crime, Thriller",6.0
1131,15,Rescue Dawn,(2006),"Adventure, Biography, War",7.3
1132,15,"Mio, mein Mio",(1987),"Adventure, Family, Fantasy",6.3
1133,15,Harsh Times - Leben am Limit,(2005),"Action, Crime, Drama",6.8
1134,15,Corellis Mandoline,(2001),"Drama, Music, Romance",5.9
1135,15,Heinrich V.,(1989),"Biography, Drama, History",7.5
1136,15,Swing Kids,(1993),"Drama, Music",6.7
1137,15,All the Little Animals,(1998),"Adventure, Drama, Thriller",6.8
1138,15,Laurel Canyon,(2002),Drama,6.4
1139,15,Portrait of a Lady,(1996),"Drama, Romance",6.2
1140,15,Prince of Jutland,(1994),"Adventure, Drama",5.5
1141,15,Metroland,(1997),"Comedy, Drama",6.3
1142,15,Der Geheimagent,(1996),"Drama, Thriller",5.6
1143,15,A Backyard Story,(2010),Drama,8.4
1144,16,Die Verurteilten,(1994),Drama,9.3
1145,16,The Dark Knight,(2008),"Action, Crime, Drama",9.0
1146,16,Sieben,(1995),"Crime, Drama, Mystery",8.6
1147,16,The Dark Knight Rises,(2012),"Action, Drama",8.4
1148,16,Batman Begins,(2005),"Action, Crime, Drama",8.2
1149,16,Oblivion, (2013),"Action, Adventure, Sci-Fi",7.0
1150,16,Robin Hood - König der Diebe,(1991),"Action, Adventure, Drama",6.9
1151,16,Im Netz der Spinne,(2001),"Drama, Thriller",6.4
1152,16,Gone Baby Gone - Kein Kinderspiel,(2007),"Crime, Drama, Mystery",7.6
1153,16,Erbarmungslos,(1992),"Drama, Western",8.2
1154,16,Lucy, (2014),"Action, Sci-Fi, Thriller",6.4
1155,16,R.E.D. - Älter. Härter. Besser.,(2010),"Action, Comedy, Crime",7.0
1156,16,Die Unfassbaren - Now You See Me, (2013),"Crime, Mystery, Thriller",7.2
1157,16,Unleashed - Entfesselt,(2005),"Action, Crime, Drama",7.0
1158,16,Krieg der Welten,(2005),"Action, Adventure, Sci-Fi",6.5
1159,16,Olympus Has Fallen - Die Welt in Gefahr,(2013),"Action, Thriller",6.5
1160,16,Killer's Bodyguard 2,(2021),"Action, Comedy, Crime",6.1
1161,16,Wanted,(2008),"Action, Crime, Thriller",6.7
1162,16,Angel Has Fallen,(2019),"Action, Thriller",6.4
1163,16,Million Dollar Baby,(2004),"Drama, Sport",8.1
1164,16,Bruce Allmächtig,(2003),"Comedy, Fantasy",6.8
1165,16,The Lego Movie,(2014),"Animation, Action, Adventure",7.7
1166,16,The Poison Rose,(2019),"Crime, Mystery, Thriller",4.7
1167,16,The Minute You Wake up Dead,(2022),Thriller,4.2
1168,16,Der Anschlag,(2002),"Action, Drama, Thriller",6.4
1169,16,Deep Impact,(1998),"Action, Drama, Sci-Fi",6.2
1171,16,Der Prinz aus Zamunda 2,(2021),Comedy,5.3
1172,16,Transcendence, (2014),"Action, Drama, Sci-Fi",6.2
1173,16,Conan,(2011),"Action, Adventure, Fantasy",5.1
1174,16,London Has Fallen,(2016),"Action, Thriller",5.9
1175,16,Lucky Number Slevin,(2006),"Crime, Drama, Thriller",7.7
1176,16,Outbreak - Lautlose Killer,(1995),"Action, Drama, Thriller",6.6
1177,16,Die Unfassbaren 2,(2016),"Action, Adventure, Comedy",6.4
1178,16,Evan Allmächtig,(2007),"Comedy, Family, Fantasy",5.4
1179,16,Ted 2,(2015),Comedy,6.3
1180,16,Glory,(1989),"Biography, Drama, History",7.8
1181,16,Amistad - Das Sklavenschiff,(1997),"Biography, Drama, History",7.3
1182,16,Denn zum Küssen sind sie da,(1997),"Crime, Drama, Mystery",6.6
1183,16,Der Nussknacker und die vier Reiche,(2018),"Adventure, Family, Fantasy",5.6
1184,16,Das Beste kommt zum Schluss,(2007),"Adventure, Comedy, Drama",7.4
1185,16,Miss Daisy und ihr Chauffeur,(1989),"Comedy, Drama, Romance",7.3
1186,16,Invictus - Unbezwungen,(2009),"Action, Biography, Drama",7.3
1187,16,Alpha,(II) (2018),"Action, Adventure, Drama",6.6
1188,16,Dreamcatcher,(2003),"Drama, Horror, Sci-Fi",5.5
1189,16,Last Vegas,(2013),"Comedy, Drama",6.6
1190,16,Ben Hur,(2016),"Action, Drama, Romance",5.7
1191,16,Abgang mit Stil,(2017),"Comedy, Crime",6.6
1192,16,Paradise Highway,(2022),Thriller,5.5
1193,16,The Comeback Trail,(2020),"Comedy, Crime",5.7
1194,16,High Crimes - Im Netz der Lügen,(2002),"Crime, Drama, Mystery",6.3
1195,16,Vanquish,(2021),"Action, Thriller",2.9
1196,16,Der knallharte Prinzipal,(1989),Drama,7.4
1197,16,Fegefeuer der Eitelkeiten,(1990),"Comedy, Drama, Romance",5.6
1198,16,Mörderisches Spiel,(2000),"Crime, Drama, Thriller",6.4
1199,16,Ein ungezähmtes Leben,(2005),"Drama, Family, Romance",7.0
1200,16,Im Glanz der Sonne,(1992),"Drama, Sport",7.1
1201,16,Außer Kontrolle,(1996),"Action, Drama, Sci-Fi",5.6
1202,16,Last Knights - Die Ritter des 7. Ordens,(2015),"Action, Drama, History",6.1
1203,16,Der Pfandleiher,(1964),Drama,7.7
1204,16,The Magic of Belle Isle - Ein verzauberter Sommer,(2012),"Comedy, Drama",6.9
1205,16,Hawaii Crime Story,(2004),"Comedy, Crime",4.9
1206,16,Das ist erst der Anfang,(2017),"Comedy, Crime",4.5
1207,16,Hard Rain,(1998),"Action, Crime, Drama",5.9
1208,16,Momentum, (2015),"Action, Crime, Thriller",5.5
1209,16,Zauber der Liebe,(2007),"Drama, Romance",6.6
1210,16,The Contract,(2006),"Action, Crime, Drama",5.6
1211,16,Thick as Thieves, (2009),"Action, Crime, Thriller",6.0
1212,16,10 Items or Less,(2006),"Comedy, Drama",6.5
1213,16,Der Augenzeuge,(1981),"Crime, Drama, Mystery",5.9
1214,16,"Mein Freund, der Delfin",(2011),"Drama, Family",6.8
1215,16,Johnny Handsome - Der schöne Johnny,(1989),"Crime, Drama, Thriller",6.1
1216,16,Brubaker,(1980),"Crime, Drama",7.1
1217,16,Brian Banks,(2018),"Biography, Drama, Sport",7.2
1219,16,Die Aufsässigen,(1984),"Comedy, Drama",6.1
1220,16,Jungs außer Kontrolle,(1985),"Crime, Drama",6.1
1222,16,"Mein Freund, der Delfin 2",(2014),"Drama, Family",6.4
1223,16,Nurse Betty,(2000),"Comedy, Crime, Drama",6.3
1224,16,Bruchreif,(2009),"Comedy, Crime",6.0
1225,16,Süchtig,(1988),Drama,6.7
1226,16,Ruth & Alex - Verliebt in New York,(2014),"Comedy, Drama",6.2
1227,16,Edison,(2005),"Action, Crime, Drama",5.3
1228,16,Glitzernder Asphalt,(1987),"Crime, Drama, Thriller",6.3
1230,16,Moll Flanders,(1996),"Drama, Romance",6.4
1232,16,The Killing of Kenneth Chamberlain,(2019),"Drama, Thriller",6.9
1233,16,Harry & Sohn,(1984),Drama,5.8
1234,16,Princess of the Row,(2019),"Drama, Thriller",6.3
1235,16,A Man Called Adam,(1966),"Drama, Music",6.6
1236,16,Blade - Der Kontrabulle,(1973),"Mystery, Thriller",5.3
1237,16,Levity,(2003),"Crime, Drama",6.4
1238,16,Als das Licht ausging...,(1968),Comedy,5.8
1239,16,Bopha! - Kampf um Freiheit,(1993),Drama,6.5
1240,16,Marie - Eine wahre Geschichte,(1985),"Biography, Drama",6.7
1241,16,Who Says I Can't Ride a Rainbow!,(1971),"Family, Drama",5.8
1242,16,Strength and Honour,(2007),"Action, Drama",5.1
1244,16,Betty White: A Celebration,(2022),Drama,8.2
1246,16,All About Us,(2007),"Drama, Romance",4.6
1249,17,John Wick,(2014),"Action, Crime, Thriller",7.4
1251,17,Eine Wahnsinnsfamilie,(1989),"Comedy, Drama",7.0
1252,17,John Wick: Kapitel 3,(2019),"Action, Crime, Thriller",7.4
1253,17,Matrix,(1999),"Action, Sci-Fi",8.7
1254,17,John Wick: Kapitel 2,(2017),"Action, Crime, Thriller",7.4
1255,17,Gefährliche Brandung,(1991),"Action, Crime, Thriller",7.2
1256,17,Matrix Resurrections,(2021),"Action, Sci-Fi",5.7
1257,17,DC League of Super-Pets,(2022),"Animation, Action, Adventure",7.2
1258,17,Bram Stokers Dracula,(1992),"Drama, Fantasy, Horror",7.4
1259,17,Knock Knock, (2015),"Crime, Drama, Horror",4.9
1260,17,Im Auftrag des Teufels,(1997),"Drama, Mystery, Thriller",7.5
1261,17,Lost in Translation: Zwischen den Welten,(2003),"Comedy, Drama",7.7
1262,17,The Neon Demon,(2016),"Horror, Thriller",6.1
1263,17,Speed,(1994),"Action, Adventure, Thriller",7.3
1264,17,Toy Story 4: Alles hört auf kein Kommando,(2019),"Animation, Adventure, Comedy",7.7
1265,17,Constantine,(2005),"Action, Fantasy, Horror",7.0
1266,17,The Bad Batch,(2016),"Action, Horror, Mystery",5.2
1267,17,Matrix Reloaded,(2003),"Action, Sci-Fi",7.2
1269,17,Siberia - Tödliche Nähe,(2018),"Crime, Romance, Thriller",4.3
1270,17,47 Ronin,(2013),"Action, Drama, Fantasy",6.2
1271,17,The Matrix Revolutions,(2003),"Action, Sci-Fi",6.7
1272,17,To the Bone, (2017),Drama,6.8
1274,17,Bill & Teds verrückte Reise durch die Zeit,(1989),"Adventure, Comedy, Music",6.9
1275,17,My Private Idaho - Das Ende der Unschuld,(1991),Drama,7.0
1276,17,Viel Lärm um nichts,(1993),"Comedy, Drama, Romance",7.3
1277,17,Helden aus der zweiten Reihe,(2000),"Comedy, Sport",6.6
1278,17,Gefährliche Liebschaften,(1988),"Drama, Romance",7.6
1279,17,Street Kings,(2008),"Action, Crime, Thriller",6.8
1280,17,"Der Tag, an dem die Erde stillstand",(2008),"Adventure, Drama, Sci-Fi",5.5
1281,17,Bill & Ted retten das Universum,(2020),"Adventure, Comedy, Music",5.9
1282,17,The Gift - Die dunkle Gabe,(2000),"Drama, Fantasy, Horror",6.7
1283,17,Bodycheck,(1986),"Drama, Romance, Sport",6.2
1284,17,A Scanner Darkly - Der dunkle Schirm,(2006),"Animation, Comedy, Crime",7.0
1285,17,Zwischen zwei Farnen: Der Film,(2019),Comedy,6.1
1286,17,Was das Herz begehrt,(2003),"Comedy, Drama, Romance",6.7
1287,17,Das Messer am Ufer,(1986),"Crime, Drama",6.9
1288,17,Always Be My Maybe,(2019),"Comedy, Romance",6.8
1289,17,Das Haus am See,(2006),"Drama, Fantasy, Romance",6.8
1290,17,SpongeBob Schwammkopf: Eine schwammtastische Rettung,(2020),"Animation, Adventure, Comedy",5.9
1291,17,The Watcher, (2000),"Crime, Drama, Mystery",5.3
1292,17,Replicas,(2018),"Drama, Sci-Fi, Thriller",5.4
1293,17,Vernetzt - Johnny Mnemonic,(1995),"Action, Drama, Sci-Fi",5.6
1294,17,Exposed: Blutige Offenbarung,(III) (2016),"Crime, Drama, Mystery",4.3
1296,17,Keanu,(2016),"Action, Comedy, Crime",6.2
1297,17,Hardball,(2001),"Comedy, Drama, Sport",6.4
1298,17,Sweet November - Eine Liebe im Herbst,(2001),"Drama, Romance",6.7
1299,17,Dem Himmel so nah,(1995),"Drama, Romance",6.7
1300,17,Destination Wedding,(2018),"Comedy, Drama, Romance",6.0
1301,17,Außer Kontrolle,(1996),"Action, Drama, Sci-Fi",5.6
1302,17,Freaked Monstrum,(1993),"Comedy, Sci-Fi",6.3
1303,17,Lügenspiel,(2016),"Crime, Drama, Mystery",6.2
1304,17,Bill & Ted's Bogus Journey,(1991),"Adventure, Comedy, Fantasy",6.3
1305,17,Little Buddha,(1993),Drama,6.1
1306,17,Ich liebe Dich zu Tode,(1990),"Comedy, Crime",6.4
1307,17,Pippa Lee,(2009),"Comedy, Drama, Romance",6.3
1308,17,Man of Tai Chi,(2013),"Action, Drama",6.0
1310,17,Henry & Julie - Der Gangster und die Diva,(2010),"Comedy, Crime, Drama",5.9
1311,17,Thumbsucker - Bleib wie du bist!,(2005),"Comedy, Drama",6.5
1312,17,Cowgirl Blues,(1993),"Comedy, Drama, Romance",4.3
1313,17,Eine verrückte Reise durch die Nacht,(1988),Comedy,6.1
1315,17,Minnesota,(1996),"Comedy, Crime, Drama",5.4
1316,17,Career Day mit Hindernissen,(2017),"Comedy, Drama",4.9
1317,17,Der Prinz von Pennsylvania,(1988),"Comedy, Drama",5.6
1318,17,SPF-18,(2017),"Drama, Romance, Sport",3.3
1319,17,Wie ich zum ersten Mal Selbstmord beging,(1997),"Biography, Drama, Romance",5.5
1321,17,Der Bulldozer,(1979),"Action, Crime, Drama",5.1
1322,17,The Last Song,(1988),"Drama, Music, Romance",6.3
1323,17,Already Gone,(2019),Drama,4.1
1324,17,Threesome - Eine Nacht in New York,(2012),Drama,3.9
1325,17,Träume werden wahr,(1986),"Drama, Romance, Sport",5.1
1326,17,Elli Parker - Schauspielerin,(2005),"Comedy, Drama",5.6
1327,17,Julia und ihre Liebhaber,(1990),"Comedy, Romance",6.1
1328,17,Me and Will,(1999),Drama,5.2
1329,17,Yelling to the Sky,(2011),Drama,5.8
1330,17,Providence,(1991),Drama,5.3
1332,18,The Old Way,(2023),"Action, Western",5.4
1333,18,Massive Talent,(2022),"Action, Comedy, Crime",7.0
1334,18,Spider-Man: A New Universe,(2018),"Animation, Action, Adventure",8.4
1335,18,Das Vermächtnis der Tempelritter,(2004),"Action, Adventure, Mystery",6.9
1336,18,Kick-Ass,(2010),"Action, Comedy, Crime",7.6
1337,18,The Rock: Fels der Entscheidung,(1996),"Action, Adventure, Thriller",7.4
1338,18,Ich glaub' ich steh' im Wald,(1982),"Comedy, Drama",7.1
1339,18,Im Körper des Feindes: Face/Off,(1997),"Action, Crime, Sci-Fi",7.3
1340,18,Pig, (2021),"Drama, Mystery",6.9
1341,18,Nur noch 60 Sekunden,(2000),"Action, Crime, Thriller",6.5
1342,18,Leaving Las Vegas: Liebe bis in den Tod,(1995),"Drama, Romance",7.5
1343,18,Mandy, (2018),"Action, Fantasy, Horror",6.5
1344,18,Das Leben des David Gale,(2003),"Crime, Drama, Thriller",7.5
1345,18,Butcher's Crossing,(2022),"Drama, Western",7.2
1346,18,Das Vermächtnis des geheimen Buches,(2007),"Action, Adventure, Mystery",6.5
1347,18,Con Air,(1997),"Action, Crime, Thriller",6.9
1348,18,Die Croods - Alles auf Anfang,(2020),"Animation, Adventure, Comedy",6.9
1349,18,Willy's Wonderland,(2021),"Action, Comedy, Horror",5.5
1350,18,Die Croods,(2013),"Animation, Adventure, Comedy",7.2
1351,18,Wild at Heart - Die Geschichte von Sailor und Lula,(1990),"Comedy, Crime, Drama",7.2
1352,18,Lord of War - Händler des Todes,(2005),"Crime, Drama",7.6
1353,18,Ghost Rider,(2007),"Action, Fantasy, Thriller",5.2
1354,18,Know1ng - Die Zukunft endet jetzt,(2009),"Action, Mystery, Sci-Fi",6.2
1355,18,Mondsüchtig,(1987),"Comedy, Drama, Romance",7.1
1356,18,Adaption - Der Orchideen-Dieb,(2002),"Comedy, Drama",7.7
1357,18,Grindhouse,(2007),"Action, Horror, Thriller",7.5
1358,18,Valley Girl,(1983),"Comedy, Romance",6.4
1359,18,Arizona Junior,(1987),"Comedy, Crime",7.3
1360,18,Astro Boy - Der Film,(2009),"Animation, Action, Adventure",6.2
1361,18,Die Farbe aus dem All,(2019),"Horror, Mystery, Sci-Fi",6.2
1362,18,Vampire's Kiss - Ein beißendes Vergnügen,(1988),"Comedy, Crime, Fantasy",6.1
1363,18,Left Behind, (2014),"Action, Fantasy, Sci-Fi",3.1
1364,18,Family Man,(2000),"Comedy, Drama, Fantasy",6.8
1365,18,Peggy Sue hat geheiratet,(1986),"Comedy, Drama, Fantasy",6.4
1366,18,8mm: Acht Millimeter,(1999),"Crime, Drama, Mystery",6.5
1367,18,Snowden,(2016),"Biography, Crime, Drama",7.3
1368,18,Rumble Fish,(1983),"Crime, Drama, Romance",7.1
1369,18,Prisoners of the Ghostland,(2021),"Fantasy, Horror, Thriller",4.2
1370,18,Frozen Ground,(2013),"Crime, Drama, Thriller",6.4
1371,18,Duell der Magier,(2010),"Action, Adventure, Family",6.1
1372,18,Drive Angry,(2011),"Action, Comedy, Fantasy",5.4
1373,18,Stadt der Engel,(1998),"Drama, Fantasy, Romance",6.7
1375,18,Ghost Rider: Spirit of Vengeance,(2011),"Action, Fantasy, Thriller",4.3
1376,18,Next,(2007),"Action, Sci-Fi, Thriller",6.2
1378,18,A Score to Settle,(2019),"Action, Crime, Drama",4.7
1379,18,Spiel auf Zeit,(1998),"Crime, Mystery, Thriller",6.1
1380,18,Tricks,(2003),"Comedy, Crime, Drama",7.3
1381,18,Mom and Dad,(2017),"Comedy, Horror, Thriller",5.5
1382,18,Jiu Jitsu,(2020),"Action, Sci-Fi, Thriller",2.9
1383,18,Der letzte Tempelritter,(2011),"Action, Adventure, Fantasy",5.4
1384,18,Joe - Die Rache ist sein, (2013),"Crime, Drama",6.8
