,Actor Ranking,Title,Year,Genre,Rating
3199,43,Extrem laut & unglaublich nah,(2011),"Adventure, Drama, Mystery",6.9
3200,43,Ein Chef zum Verlieben,(2002),"Comedy, Romance",6.1
3201,43,Miss Undercover 2,(2005),"Action, Comedy, Crime",5.1
3202,43,Spurlos,(1993),"Drama, Horror, Mystery",6.3
3203,43,Eine zweite Chance,(1998),"Drama, Romance",6.0
3204,43,Verrückt nach Steve,(2009),"Comedy, Romance",4.8
3205,43,Kaltes Blut: Auf den Spuren von Truman Capote,(2006),"Biography, Crime, Drama",7.1
3206,43,The Thing called Love - Die Entscheidung fürs Leben,(1993),"Comedy, Drama, Music",6.4
3207,43,Auf die stürmische Art,(1999),"Comedy, Romance",5.5
3208,43,Die Vorahnung, (2007),"Drama, Fantasy, Mystery",5.9
3209,43,Die göttlichen Geheimnisse der Ya-Ya Schwestern,(2002),Drama,6.0
3210,43,Love Potion No. 9 - Der Duft der Liebe,(1992),"Comedy, Fantasy, Romance",5.7
3211,43,Gestohlene Herzen,(1996),"Comedy, Crime, Romance",5.2
3212,43,Die Wahlkämpferin,(2015),"Comedy, Drama",6.1
3213,43,In Love and War,(1996),"Biography, Drama, Romance",5.9
3214,43,Loverboy,(2005),"Drama, Romance",5.3
3215,43,Mord in der grünen Hölle,(1993),"Action, Adventure, Drama",3.5
3216,43,Hangmen,(1987),"Action, Adventure, Thriller",2.8
3217,43,Ein Herz & eine Kanone,(2000),"Comedy, Crime, Romance",5.6
3218,43,Walter & Frank - Ein schräges Paar,(1993),"Drama, Romance",7.0
3219,43,Willkommen in Hollywood,(1998),Comedy,5.0
3220,43,Die Clique von Beverly Hills,(1992),"Comedy, Drama",4.8
3221,43,Love Speed,(1989),"Comedy, Drama",3.6
3222,43,Youngsters - Die Brooklyn Gang,(1989),Comedy,4.1
3223,43,Wo bitte geht's zur Mafia?,(1994),Comedy,4.0
3229,43,Lisa Picard Is Famous,(2000),"Comedy, Drama",5.6
3232,44,Top Gun,(1986),"Action, Drama",6.9
3233,44,Schlaflos in Seattle,(1993),"Comedy, Drama, Romance",6.8
3234,44,Harry und Sally,(1989),"Comedy, Drama, Romance",7.7
3235,44,In the Cut,(2003),"Mystery, Thriller",5.4
3236,44,Anastasia,(1997),"Animation, Adventure, Drama",7.1
3237,44,e-m@il für Dich,(1998),"Comedy, Drama, Romance",6.7
3238,44,The Doors,(1991),"Biography, Drama, Music",7.2
3239,44,Die Reise ins Ich,(1987),"Action, Adventure, Comedy",6.8
3240,44,Stadt der Engel,(1998),"Drama, Fantasy, Romance",6.7
3241,44,"Wedding Planner - verliebt, verlobt, verplant",(2001),"Comedy, Romance",5.3
3242,44,French Kiss,(1995),"Comedy, Drama, Romance",6.6
3243,44,Joe gegen den Vulkan,(1990),"Comedy, Romance",5.9
3244,44,Männer sind Schweine,(2008),"Comedy, Romance",5.8
3245,44,Kate & Leopold,(2001),"Comedy, Fantasy, Romance",6.4
3246,44,Mut zur Wahrheit,(1996),"Action, Drama, Mystery",6.6
3247,44,Presidio,(1988),"Action, Crime, Mystery",5.9
3248,44,Zwei unter Volldampf,(1986),"Action, Comedy, Crime",5.7
3249,44,The Women - Von großen und kleinen Affären, (2008),"Comedy, Drama",5.0
3250,44,Eine fast perfekte Liebe,(1994),"Drama, Romance",6.5
3252,44,Lebenszeichen - Proof of Life,(2000),"Action, Drama, Thriller",6.3
3253,44,Im Land der Frauen,(2007),"Comedy, Drama, Romance",6.4
3254,44,Ithaca,(2015),"Drama, War",5.5
3255,44,I.Q. - Liebe ist relativ,(1994),"Comedy, Romance",6.2
3256,44,In Sachen Liebe,(1997),"Comedy, Romance",6.1
3257,44,Ein Blutiges Erbe,(1993),"Drama, Mystery, Romance",6.2
3258,44,Aufgelegt!,(2000),"Comedy, Drama",4.8
3259,44,Die wilden Reichen,(1981),Drama,5.8
3260,44,Zauberhafte Zeiten,(1992),"Comedy, Fantasy, Romance",5.6
3261,44,Zeit der Sinnlichkeit,(1995),"Biography, Drama, History",6.6
3262,44,D.O.A. - Bei Ankunft Mord,(1988),"Mystery, Thriller",6.1
3263,44,Amityville 3,(1983),Horror,4.1
3264,44,Lauschangriff - My Mom's New Boyfriend,(2008),"Comedy, Crime, Romance",5.2
3265,44,Serious Moonlight,(2009),"Comedy, Crime, Romance",5.3
3266,44,Hurlyburly,(1998),"Comedy, Drama",5.8
3267,44,Gelobtes Land, (1987),Drama,5.7
3268,44,Lost Souls - Verlorene Seelen,(2000),"Drama, Horror, Thriller",4.8
3269,44,Against the Ropes,(2004),"Biography, Drama, Romance",5.3
3270,44,The Deal, (2008),"Comedy, Romance",5.6
3271,44,Desert Saints,(2002),"Action, Romance, Thriller",6.0
3275,45,Immer Ärger mit 40,(2012),"Comedy, Drama, Romance",6.2
3276,45,Transformers,(2007),"Action, Adventure, Sci-Fi",7.0
3277,45,Jennifer's Body - Jungs nach ihrem Geschmack,(2009),"Comedy, Horror",5.4
3278,45,Transformers: Die Rache,(2009),"Action, Adventure, Sci-Fi",5.9
3279,45,Der Diktator,(2012),Comedy,6.4
3280,45,Teenage Mutant Ninja Turtles,(2014),"Action, Adventure, Comedy",5.8
3281,45,Teenage Mutant Ninja Turtles: Out of the Shadows,(2016),"Action, Adventure, Comedy",5.9
3282,45,Bad Boys II,(2003),"Action, Comedy, Crime",6.6
3283,45,Night Teeth,(2021),"Action, Crime, Drama",5.7
3284,45,Above the Shadows,(2019),"Drama, Fantasy, Romance",6.0
3285,45,Midnight in the Switchgrass,(2021),"Action, Crime, Thriller",4.5
3286,45,Till Death, (2021),Thriller,5.8
3287,45,Good Mourning, (2022),Comedy,3.2
3288,45,Taurus,(2022),"Biography, Drama, Music",5.0
3289,45,Rogue, (2020),"Action, Horror, Thriller",4.1
3290,45,New York für Anfänger,(2008),"Biography, Comedy, Drama",6.4
3291,45,Zeroville,(2019),"Comedy, Drama, Mystery",4.5
3292,45,Big Gold Brick,(2022),"Comedy, Fantasy",3.4
3293,45,Bekenntnisse einer Highschool-Diva,(2004),"Comedy, Family, Music",4.6
3294,45,Jonah Hex,(2010),"Action, Drama, Fantasy",4.7
3297,45,Denke wie ein Hund,(2020),"Comedy, Drama, Family",5.2
3299,45,Jangsa-ri 9.15,(2019),"Action, Drama, War",6.2
3300,45,Friends with Kids,(2011),"Comedy, Drama, Romance",6.1
3301,45,Passion Play,(2010),"Drama, Fantasy, Romance",4.5
3302,45,Whore, (2008),Drama,5.0
3304,46,The Northman,(2022),"Action, Adventure, Drama",7.1
3305,46,American Beauty,(1999),Drama,8.4
3306,46,Meine erfundene Frau,(2011),"Comedy, Romance",6.4
3307,46,Eyes Wide Shut,(1999),"Drama, Mystery, Thriller",7.5
3308,46,The Killing of a Sacred Deer,(2017),"Drama, Horror, Mystery",7.0
3309,46,The House That Jack Built,(2018),"Crime, Drama, Horror",6.8
3310,46,Der goldene Kompass,(2007),"Adventure, Family, Fantasy",6.1
3312,46,Aquaman,(2018),"Action, Adventure, Fantasy",6.8
3313,46,Bombshell - Das Ende des Schweigens, (2019),"Biography, Drama",6.8
3314,46,Moulin Rouge!,(2001),"Drama, Musical, Romance",7.6
3315,46,Lion: Der lange Weg nach Hause,(2016),"Biography, Drama",8.0
3316,46,Birth,(2004),"Drama, Fantasy, Mystery",6.2
3317,46,Tage des Donners,(1990),"Action, Drama, Sport",6.1
3318,46,The Others,(2001),"Horror, Mystery, Thriller",7.6
3319,46,Batman Forever,(1995),"Action, Adventure",5.4
3320,46,In the Cut,(2003),"Mystery, Thriller",5.4
3321,46,Unterwegs nach Cold Mountain,(2003),"Adventure, Drama, Romance",7.2
3322,46,Paddington,(2014),"Adventure, Comedy, Family",7.3
3323,46,Dogville,(2003),"Crime, Drama",8.0
3324,46,Der Distelfink,(2019),Drama,6.4
3325,46,Die Verführten,(2017),"Drama, Thriller, War",6.3
3326,46,Panic Room,(2002),"Crime, Drama, Thriller",6.8
3327,46,The Hours - Von Ewigkeit zu Ewigkeit,(2002),"Drama, Romance",7.5
3328,46,Nine,(2009),"Drama, Musical, Romance",5.8
3329,46,Der verlorene Sohn,(2018),"Biography, Drama",6.9
3330,46,Happy Feet,(2006),"Animation, Adventure, Comedy",6.4
3331,46,Stoker - Die Unschuld endet,(2013),"Drama, Thriller",6.8
3332,46,Zauberhafte Schwestern,(1998),"Comedy, Drama, Fantasy",6.2
3333,46,Mein Bester & ich,(2017),"Comedy, Drama",7.0
3334,46,The Prom,(2020),"Comedy, Drama, Musical",5.9
3335,46,To Die For,(1995),"Comedy, Crime, Drama",6.8
3336,46,Australia,(2008),"Adventure, Drama, Romance",6.6
3337,46,Being the Ricardos,(2021),"Biography, Drama",6.5
3338,46,Die Frauen von Stepford,(2004),"Comedy, Horror, Sci-Fi",5.3
3339,46,In einem fernen Land,(1992),"Adventure, Drama, Romance",6.6
3340,46,How to Talk to Girls at Parties,(2017),"Comedy, Music, Romance",5.7
3341,46,Projekt: Peacemaker,(1997),"Action, Thriller",6.0
3342,46,Trespass - Auf Leben und Tod,(2011),"Crime, Drama, Thriller",5.3
3343,46,Todesstille,(1989),"Horror, Thriller",6.8
3344,46,Rabbit Hole - Neue Wege,(2010),Drama,7.0
3345,46,Invasion, (2007),"Sci-Fi, Thriller",5.9
3346,46,The Paperboy,(2012),"Crime, Drama, Mystery",5.7
3347,46,Ich. Darf. Nicht. Schlafen.,(2014),"Drama, Mystery, Thriller",6.3
3348,46,Destroyer,(2018),"Action, Crime, Drama",6.2
3349,46,Genius: Die tausend Seiten einer Freundschaft,(2016),"Biography, Drama",6.5
3350,46,Plötzlich Star,(2011),"Adventure, Comedy, Family",5.8
3351,46,Malice - Eine Intrige,(1993),"Crime, Mystery, Thriller",6.4
3352,46,The Railway Man - Die Liebe seines Lebens,(2013),"Biography, Drama, Romance",7.1
3353,46,Vor ihren Augen,(2015),"Crime, Drama, Mystery",6.3
3354,46,Königin der Wüste,(2015),"Adventure, Biography, Drama",5.7
3355,46,Verliebt in eine Hexe,(2005),"Comedy, Fantasy, Romance",4.8
3356,46,Die Dolmetscherin,(2005),"Crime, Mystery, Thriller",6.4
3357,46,Der menschliche Makel,(2003),"Drama, Romance, Thriller",6.2
3358,46,Portrait of a Lady,(1996),"Drama, Romance",6.2
3359,46,Fell - Ein imaginäres Portrait von Diane Arbus,(2006),"Biography, Drama, Romance",6.3
3360,46,Die BMX-Bande,(1983),"Adventure, Crime, Drama",5.4
3362,46,Margot und die Hochzeit,(2007),"Comedy, Drama",6.0
3363,46,Grace of Monaco,(2014),"Biography, Drama, Romance",5.7
3364,46,Flirting - Spiel mit der Liebe,(1991),"Drama, Romance",7.1
3366,46,Mein Leben für dich,(1993),Drama,6.8
3367,46,Die gesammelten Peinlichkeiten unserer Eltern in der Reihenfolge ihrer Erstaufführung,(2015),"Comedy, Drama, Mystery",6.1
3369,46,Birthday Girl - Braut auf Bestellung,(2001),"Comedy, Crime, Thriller",6.0
3370,46,Spurlos: Ein Sturm wird kommen,(2015),"Drama, Mystery, Thriller",5.2
3371,46,Billy Bathgate,(1991),"Crime, Drama, Thriller",5.9
3372,46,Die Schutzbrüder,(2015),"Animation, Comedy, Family",5.5
3373,46,Hello Ladies: The Movie,(2014),Comedy,6.7
3374,46,Wind der Liebe,(1986),"Comedy, Drama, Romance",5.1
3375,46,Die Stunde des Verführers,(1996),"Drama, Romance, Thriller",5.6
3376,46,40 Grad im Schatten,(1983),"Drama, Family",5.2
3378,46,Trendsetters - Jahrmarkt der Illusionen,(1988),"Comedy, Drama",5.3
3379,46,Wills & Burke,(1985),"Biography, Comedy",4.5
3383,46,The Bit Part,(1987),Comedy,5.3
3391,47,Plane,(2023),"Action, Thriller",7.0
3392,47,Greenland,(2020),"Action, Thriller",6.4
3393,47,300,(2006),"Action, Drama",7.6
3394,47,Chase,(2022),"Action, Drama, Mystery",5.6
3395,47,Gamer,(2009),"Action, Sci-Fi, Thriller",5.7
3396,47,Movie 43,(2013),Comedy,4.3
3397,47,James Bond 007 - Der Morgen stirbt nie,(1997),"Action, Adventure, Thriller",6.5
3398,47,Criminal Squad,(2018),"Action, Crime, Drama",7.0
3399,47,Drachenzähmen leicht gemacht,(2010),"Animation, Action, Adventure",8.1
3400,47,Gods of Egypt,(2016),"Action, Adventure, Fantasy",5.4
3401,47,Geostorm,(2017),"Action, Sci-Fi, Thriller",5.3
3402,47,Das Phantom der Oper,(2004),"Drama, Musical, Romance",7.2
3403,47,Gesetz der Rache,(2009),"Action, Crime, Drama",7.4
3404,47,Olympus Has Fallen - Die Welt in Gefahr,(2013),"Action, Thriller",6.5
3405,47,RocknRolla,(2008),"Action, Crime, Thriller",7.2
3406,47,Angel Has Fallen,(2019),"Action, Thriller",6.4
3407,47,The Iceman,(2012),"Biography, Crime, Drama",6.8
3408,47,Drachenzähmen leicht gemacht 3: Die geheime Welt,(2019),"Animation, Action, Adventure",7.4
3409,47,Keepers - Die Leuchtturmwärter,(II) (2018),"Drama, Mystery, Thriller",5.9
3410,47,Die Herrschaft des Feuers,(2002),"Action, Adventure, Fantasy",6.2
3411,47,London Has Fallen,(2016),"Action, Thriller",5.9
3412,47,Hunter Killer,(2018),"Action, Thriller",6.6
3413,47,Drachenzähmen leicht gemacht 2,(2014),"Animation, Action, Adventure",7.8
3414,47,Die nackte Wahrheit,(2009),"Comedy, Romance",6.4
3415,47,Copshop,(2021),"Action, Thriller",6.2
3416,47,P.S. Ich Liebe Dich,(2007),"Comedy, Drama, Romance",7.0
3418,47,Wes Craven präsentiert Dracula,(2000),"Action, Fantasy, Horror",4.9
3419,47,Das Jerico Projekt,(2016),"Action, Sci-Fi, Thriller",6.3
3420,47,Timeline,(2003),"Action, Adventure, Sci-Fi",5.6
3421,47,Der Kautions-Cop, (2010),"Action, Comedy, Romance",5.5
3422,47,Lara Croft - Tomb Raider: Die Wiege des Lebens,(2003),"Action, Adventure, Fantasy",5.5
3423,47,Machine Gun Preacher,(2011),"Action, Biography, Crime",6.7
3424,47,Coriolanus,(2011),"Drama, Thriller, War",6.1
3426,47,Das Glück des Augenblicks,(2016),Drama,6.5
3427,47,Mavericks,(2012),"Biography, Drama, Sport",7.1
3428,47,Them That Follow,(2019),"Drama, Thriller",5.4
3429,47,Die Insel der Abenteuer,(2008),"Adventure, Comedy, Drama",6.0
3430,47,Ihre Majestät Mrs. Brown,(1997),"Biography, Drama, History",7.2
3431,47,Spiel mit der Angst,(2007),"Crime, Drama, Thriller",6.6
3435,47,Beowulf & Grendel,(2005),"Action, Adventure, Drama",5.8
3436,47,Kiss the Coach,(2012),"Comedy, Romance, Sport",5.7
3439,47,Septembers of Shiraz,(2015),Thriller,6.2
3440,47,Lieber Frankie,(2004),"Drama, Romance",7.7
3443,47,"Talos, die Mumie",(1998),"Adventure, Fantasy, Horror",4.0
3445,47,The Game of Their Lives,(2005),"Drama, History, Sport",6.1
3446,47,Shooters,(2002),"Action, Crime, Drama",5.4
3447,47,Harrison's Flowers,(2000),"Drama, Romance, War",7.1
3449,47,The Cherry Orchard,(1999),Drama,6.4
3450,47,Guilty Hearts,(2006),Drama,4.7
3451,47,One More Kiss,(1999),"Drama, Romance",5.9
3454,47,Fast Food,(II) (1998),"Action, Comedy",4.5
3457,48,Der Teufel trägt Prada,(2006),"Comedy, Drama",6.9
3458,48,Der große Crash - Margin Call,(2011),"Drama, Thriller",7.1
3459,48,L.A. Confidential,(1997),"Crime, Drama, Mystery",8.2
3460,48,Blaze,(2022),"Animation, Crime, Drama",6.0
3461,48,Land of the Dead,(2005),"Horror, Sci-Fi, Thriller",6.2
3462,48,Ring 2,(2005),"Horror, Mystery",5.4
3463,48,Red Planet,(2000),"Action, Sci-Fi, Thriller",5.7
3464,48,The Killer Inside Me,(2010),"Crime, Drama, Thriller",6.1
3465,48,Das hält kein Jahr ...!,(2013),"Comedy, Romance",5.7
3466,48,Breath, (2017),"Adventure, Drama, Romance",6.7
3467,48,Women in Trouble,(2009),"Comedy, Drama",5.6
3468,48,Der Aufreisser,(2007),"Comedy, Drama, Fantasy",5.9
3469,48,Wer mit dem Teufel reitet, (1999),"Drama, Romance, War",6.7
3470,48,"Neue Liebe, neues Glück", (2006),"Comedy, Drama, Romance",6.6
3471,48,High Ground,(2020),"Action, Adventure, Drama",6.5
3472,48,Book of Love,(2004),"Comedy, Drama",5.4
3473,48,Im Hier und Jetzt: Der beste Tag meines Lebens,(2018),"Drama, Music, Romance",4.5
3474,48,Das Halsband der Königin,(2001),"Drama, History, Romance",6.0
3475,48,America's Most Wanted,(1997),"Action, Thriller",5.6
3476,48,Judas Kiss,(1998),"Crime, Drama, Thriller",6.1
3477,48,Sunset Strip,(2000),"Comedy, Drama",5.6
3478,48,The Lodger - Der Untermieter,(2009),"Crime, Mystery, Thriller",5.7
3479,48,Unvergessen,(2009),"Horror, Thriller",4.7
3481,48,Restaurant,(1998),Drama,6.0
3482,48,Love from Ground Zero,(1998),"Comedy, Drama",7.3
3483,49,Minority Report,(2002),"Action, Crime, Mystery",7.6
3484,49,Shrek - Der tollkühne Held,(2001),"Animation, Adventure, Comedy",7.9
3485,49,Gangs of New York,(2002),"Crime, Drama",7.5
3486,49,Liebe braucht keine Ferien,(2006),"Comedy, Romance",6.9
3487,49,Shrek 2 - Der tollkühne Held kehrt zurück,(2004),"Animation, Adventure, Comedy",7.3
3488,49,Vanilla Sky,(2001),"Fantasy, Mystery, Romance",6.9
3489,49,Verrückt nach Mary,(1998),"Comedy, Romance",7.1
3490,49,Shrek der Dritte,(2007),"Animation, Adventure, Comedy",6.1
3491,49,Sex Tape,(2014),"Comedy, Romance",5.1
3492,49,Die Maske,(1994),"Action, Comedy, Crime",6.9
3493,49,Für immer Shrek,(2010),"Animation, Adventure, Comedy",6.3
3494,49,3 Engel für Charlie,(2000),"Action, Adventure, Comedy",5.6
3495,49,Angst und Schrecken in Las Vegas,(1998),"Adventure, Comedy, Drama",7.5
3496,49,Being John Malkovich,(1999),"Comedy, Drama, Fantasy",7.8
3497,49,Bad Teacher,(2011),"Comedy, Romance",5.6
3498,49,Die Schadenfreundinnen,(2014),"Comedy, Romance",6.0
3499,49,Knight and Day,(2010),"Action, Adventure, Comedy",6.3
3500,49,Die Hochzeit meines besten Freundes,(1997),"Comedy, Drama, Romance",6.3
3501,49,Annie,(2014),"Comedy, Drama, Family",5.3
3502,49,3 Engel für Charlie - Volle Power,(2003),"Action, Adventure, Comedy",4.9
3503,49,Super süß und super sexy,(2002),"Comedy, Romance",5.1
3504,49,The Counselor,(2013),"Crime, Drama, Thriller",5.4
3505,49,An jedem verdammten Sonntag,(1999),"Drama, Sport",6.9
3506,49,Beim Leben meiner Schwester,(2009),"Drama, Family",7.3
3507,49,"Was passiert, wenn's passiert ist",(2012),"Comedy, Drama, Romance",5.7
3508,49,The Box - Du bist das Experiment, (2009),"Drama, Mystery, Thriller",5.6
3509,49,Love Vegas,(2008),"Comedy, Romance",6.1
3510,49,The Green Hornet,(2011),"Action, Comedy, Crime",5.8
3511,49,Very Bad Things,(1998),"Comedy, Crime, Thriller",6.3
3513,49,In den Schuhen meiner Schwester,(2005),"Comedy, Drama, Romance",6.5
3514,49,Eine für's Leben,(1996),"Comedy, Drama, Romance",6.0
3515,49,Gambit - Der Masterplan, (2012),"Comedy, Crime",5.7
3516,49,Lebe lieber ungewöhnlich,(1997),"Comedy, Crime, Fantasy",6.3
3517,49,Slackers,(2002),"Comedy, Romance",5.3
3518,49,Last Supper - Die Henkersmahlzeit,(1995),"Comedy, Crime, Drama",6.7
3519,49,In a World ... - Die Macht der Stimme,(2013),Comedy,6.7
3520,49,Kopf über Wasser,(1996),"Comedy, Thriller",6.0
3521,49,"Gefühle, die man sieht... - Things you can tell",(2000),"Drama, Romance",6.5
3522,49,Minnesota,(1996),"Comedy, Crime, Drama",5.4
3523,49,Keys to Tulsa,(1997),"Crime, Drama, Thriller",5.1
3524,49,Grand Theft Parsons,(2003),"Adventure, Comedy, Drama",6.0
